2025-11-29T19:24:12.467 application=api request_id=GHyQsv5L32W_ugQBvXYm [info] Sent 400 in 86µs on GET /api/.env?
2025-11-30T09:08:16.151 application=api request_id=GHy9qv955Gq2PBoB6lxH [info] Sent 400 in 90µs on GET /api/.env?
2025-11-30T09:09:24.942 application=api request_id=GHy9uwPCJba0l-ICFMmB [info] Sent 400 in 65µs on GET /api/.env?
2025-11-30T09:09:40.875 application=api request_id=GHy9vrlyq8AFydsCFM6B [info] Sent 400 in 64µs on GET /api/shared/config/config.env?
2025-11-30T09:09:41.094 application=api request_id=GHy9vsZ3v4oU9uoCFM6h [info] Sent 400 in 97µs on GET /api/shared/config.env?
2025-11-30T09:09:42.044 application=api request_id=GHy9vv8W3EyOVUwB-GcF [info] Sent 400 in 85µs on GET /api/shared/config/.env?
2025-11-30T09:09:42.231 application=api request_id=GHy9vwpJQTvTjiwB9G3j [info] Sent 400 in 71µs on GET /api/shared/.env?
2025-11-30T09:09:42.582 application=api request_id=GHy9vx822ymSiTIB9G4D [info] Sent 400 in 75µs on GET /api/config.env?
2025-11-30T22:25:26.661 application=api request_id=GHzpK2gQjbAMhi0Ch-jB [info] Sent 400 in 89µs on GET /api/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php?
2025-12-01T01:27:16.734 application=api request_id=GHzzF5sb_bRkYvMCqbXh [info] Sent 400 in 84µs on GET /api/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php?
